Dialogue_ID	Utterance_ID	Utterance	label
73	1	with a chick-chick here, and a chick-chick there.	oth
411	4	yeah, she's fired.	s
599	6	yeah, and they've been coming by all day. they love it!	s
293	8	well, actually i got a little bit saved for you pheebs.	s
305	14	all right, rock on.	s
863	3	joey, if i go first, i wanna be looking for my keys.	s
909	7	do sit down.	ans
462	9	oh yeah. these are my old work pants, sergio valente's.	ag
148	10	you think we're ready for something like that?	q
655	5	i know, i know i really like you too. but we-we can't date. it's against the rules. it's forbidden.	ag
409	9	yeah.	ag
972	6	ooh, remember the time i uh, i pinned you down and tickled you 'til you cried?	s
185	5	we were walking by this antique store, and i saw this pin in the window, and i told him that it was just like one my grandmother had when i was a little girl.	ans
607	10	well, yeah, now.	ag
967	2	wow!	oth
361	4	yeah, it's hard okay, i only have two spots left.	s
680	14	i have.	s
338	7	maybe in l.a?	o
873	5	oh, i'm still mad at them but i also now that they bring happiness to lots of kids who's moms didn't kill themselves, so by supporting them, i'm doing a good thing, but i'm not	ans
314	0	isn't it incredible?! monica and chandler, gettin' married.	q
79	4	yeah! look!	ans
1007	10	i can't!	dag
509	13	what-what?	q
724	0	let's see.	s
884	14	but casey, i mean granted i only saw the back of her head, but i got this sense that she's-she's smart, and funny, and gets you.	s
388	1	oh monica, listen, i ah, i saw down at the hardware store, they got those designer tiles on sale.	s
407	0	what?! what good is that gonna do anybody?	q
679	11	no! joey, you're going to be great!	ans
218	7	y'know, hey i understand.	s
28	5	no, no, i'm serious. thank you.	dag
429	9	janice?	q
775	0	alright, somebody.	s
523	7	i'm sorry, i'm just excited about being an aunt!	ap
508	3	hi!	g
893	9	i won't spit, and i won't stare at monica's breasts!	s
680	10	you're the first guest at hotel monica!	s
413	2	same as yesterday,  same as the day before.	s
945	11	and you can go back to enjoying your little hamburger.	o
649	14	pizza box.	oth
902	8	just smile and don't talk to	s
275	3	dude, what am i gonna	q
1005	9	i bought this today, 'cause i was thirsty for milk, y'know.	s
242	2	it's a nickname, i'll explain later.	s
1030	3	i'm sorry, i do that.	ans
189	14	he hooked up!! tell us about her!	c
476	8	well, the giraffe's okay. and so is the pirate.	ans
108	5	what problem did you tell him you had?	q
40	3	greg and jenny?	ans
852	2	i'm sorry.	ap
592	11	so are you actually gonna see her again?	q
292	5	i got nothing.	s
623	15	that ring? when my grandmother first came to this country, that ring and the clothes on her back were all she had with her.	s
332	7	no, i mean it. there are so few genuinely nice guys out there.	o
613	8	yes!!  oh.	ag
771	1	yeah, it kinda makes that-that one night special.  y'know, technically we still	ag
334	6	yeah-no, stop apologizing, it's okay.	s
941	4	oh yeah, what are you reading?	q
287	5	pathetic mess?	o
455	12	thanks. hey, listen, would you like to go to a movie sometime or something?	q
414	10	all right, i'll see you in the morning.	s
950	1	we heard about your pants, i'm so sorry.	ap
254	0	phoebe, where's your purse?	q
187	3	this is bonnie?  this is bonnie?  you're bonnie?	q
374	14	we just want to be together.	s
645	5	the baby's coming and i don't know what to do.	ans
947	2	i think the things that you said about me are really unfair, and i would like for you to give my bouillabaisse another chance.	ans
16	3	what's with all this sand?	q
936	7	yeah, i know, i know, i know he does.	ag
940	1	what?	q
912	2	oh come on, she wants to snuggle now!	s
780	3	i mean, all week long everywhere i look there's you.	s
992	1	hey.	g
412	12	hey, the ad alone cost 300 bucks!	dag
686	5	monica! i'm not gonna screw it up!	s
673	7	i'm sorry, is this the same rachel who's name you said at the altar in the second marriage?	ap
66	10	aww, good.  what?	q
791	6	ooh, great! thanks!	g
222	2	yes, hi.	ans
752	3	okay.	ag
954	3	thanks.	g
605	3	oh, thanks, sweetie.	a
571	10	he's alive! he's a-live!!!	s
906	2	aww, thank you.  uh rach?	q
783	1	well, i'm-i'm phoebe buffay, hi!	g
861	7	oh, maybe that's it.	oth
868	0	y'know what? it doesn't matter! because it is not true!	s
327	6	we were playing chess, you said i was boring, and then you took off your energy mask and you were cameron diaz!	ans
175	8	we just finished this magnificent thanksgiving dinner.	s
805	0	hello!	g
536	14	yeah. just, if it's possible, could you leave him somewhere and go have sex with another guy?	ans
379	10	really?	q
132	1	hi. well, look, i was just gonna leave a message, isn't tonight your, your big anniversary dinner?	q
207	6	boutros boutros gali.	oth
463	3	i can't seem to say goodbye.	ans
615	19	you know, there's nothing wrong with speaking correctly.	s
307	6	do you love her?	q
459	8	okay.	ag
614	5	i've actually been thinking about quitting lately.	s
95	16	joey, how do you make	q
946	16	i can't believe you did that!	a
334	11	oh.	b
796	11	tulsa is heaven!	o
148	17	aw, i know all about kip!	s
590	7	hey uh, i don't mean to be presumptuous but i have these two tickets to the ballroom dancing finals tomorrow night if you want to go?	s
900	4	nice,  thank you.	a
538	3	huh. y'know what's not one of a kind? a twin!	q
1001	10	yeah!	oth
292	1	i've been talking to you for five minutes now about killing myself and no one's even looked up from their desk.	s
993	2	what are you doing?	q
418	3	and just to be on the safe side, dr. wells wanted a more comprehensive overview of you status so he sent me.	s
607	8	oh, she told you about that, huh.	s
573	2	alex trebek?	q
18	8	i have to pee. and rachel's in the bathroom!	ans
457	5	oh, barry..! come on, this is all way too..	dag
130	13	just take him to like a ball game or something.	o
337	4	thread!	ans
796	10	see, me, i  love tulsa!	o
196	0	okay, that's, that's enough.	dag
576	8	we have to assign heads to something.	s
561	2	um, i've got something in my eye, uh, joey, could we check it in the light, please?	c
1025	4	did you not hear me before when i told you that all of janine's friends are dancers?!	q
125	6	well that's ambitious.	o
54	22	come here!	c
279	4	that's easy for you to say, you weren't almost just killed.	s
972	5	right.	ag
678	18	you know, we don't really take advantage of living in the city.	s
34	8	okay. all right, that's true! but y'know i just don't embarrass that easily.	o
965	6	amy welch? wow! i haven't seen her since... so, monica about ready?	q
219	2	all right?	b
241	1	and she was like  oh, don't worry!	s
704	2	calm down? calm down? you set me up with the woman that i've dumped twice in the last five months!	c
983	0	what? why? where are you?	q
429	7	joey, i'm gonna go wash the cab smell off my hands.	s
388	7	i can't live like this! what are we gonna do? what are we gonna do?	q
796	16	wh-why  would i when your name is elaine?	s
1011	8	and who laminated it?	q
295	21	what are you still doin' here?! i told you, lobster ravioli!	q
179	5	nope.	ans
424	1	oh yeah! with who?	q
532	10	it's like ... like she's the princess and i'm the stable    boy ... why are you doing this, huh?	q
884	5	goin' out, huh? wow! wow!  so things didn't work out with kathy, huh? bummer.	s
644	5	now, i know what you're thinking, chandler's not the type of guy who just goes to bars and makes out with girls, and you're right, chandler's not the type of guy who just goes to bars and makes out with…girls.	s
758	4	no, she touched mine first!	dag
158	8	hello sir, you know monica.	s
155	2	hey it's mona! from the wedding.	g
283	4	i don't think you could ever do that.	o
186	3	we could have breakfast in bed	o
363	0	are they here yet?	q
410	15	ross, you're like my best friend.	dag
125	4	huh, what can we do in 17 minutes?	q
32	18	yeah, well...	oth
744	11	okay, goodbye...	g
147	4	nuh-uh.	ans
730	2	you know, short for museum,    and avoid all the confusion!	s
523	16	hey, chandler, that table place closes at 7, come on.	g
730	6	you know what?	s
481	7	i know them from work.	ans
218	11	i'll see you tomorrow.	s
826	2	so, so, what'd ya think?	q
167	11	i really loved when we were singing partners, and i shouldn't have left you that way.	o
806	8	tag is not the father! and joey knows now?	ans
271	7	well? aren't you gonna do something?	q
119	11	you've been counting wrong.	s
205	6	oh, they're firemen guys.	s
792	6	me? oh, no, i am not an actress.	ans
446	5	oh, oh, i got it! pete-chicago.	s
860	14	yeah,  a pretty huge	ans
588	3	these things happen!	s
358	7	see that is the problem with invisible dentists.	s
954	2	oh yeah, no problem.	ans
418	9	age?	q
46	2	no! ace is low! ace, two, three, four!	s
989	6	no, so we're protecting her.	o
177	2	no.  this is my red sweater.	dag
834	13	rachel.	ans
599	15	you like it?	q
392	12	all right, the seven of us miss you.	s
214	3	oh my god!	oth
1036	18	yeah.	ans
739	5	i have to get back to	s
446	17	either they're too old, or they're too young, and then there's pete who's-who's crazy about me, and who's absolutely perfect for me, and there's like zip going on!	s
900	11	no-no-no-no!!	dag
40	2	y'know who has a great video camera?	q
659	6	cause she's, she's alone now, and pregnant, and, and sad.	s
418	14	no.	ans
780	6	one more chance ursula, please?	ans
874	10	i just don't know if the world is ready for you and your bag.	o
570	1	oh fine.	ans
526	2	well, yeah, kinda.	ans
18	2	yeah?	b
193	6	okay, well if i was in this for the money, i'd be a millionaire by now, y'know.	ans
841	0	i'm so sorry. please, stop freaking out.	ap
174	4	actually i do have one small complaint.	s
555	0	ross! wait!	oth
478	7	yeah, big brother.	ag
366	7	i hit her in the eye! i hit her in the eye! this is the worst break-up in the history of the world.	s
366	1	you know, i mean, it's like we're different.	o
1018	1	oh no	b
409	5	hey, what have you guys been up too?	q
616	4	hey.	g
737	7	because every time i look at that cover i'm like	o
160	8	come on sweetie! you?ve had to work late every night for the past two weeks, what is it this time?	q
659	10	come on.	c
926	9	that's it.	ag
983	7	hey! don't you hang up on me! i'll marry you and me right now! i have the power!	s
291	0	no look, i-i'm sure that people know you exist!	s
333	3	oh, he won't sit here.	s
39	5	you look at me, and it's nothin'.	s
923	8	too london? no-no, rome? vienna? ooh-ooh, barcelona?	q
678	17	and, oh, um, my friend larry, he wants me to take a picture of a hooker.	s
480	7	umm, i don't some italian guy. come on, read your own label. see you later.	ans
797	11	i mean, what am i gonna do without you?	q
347	1	oh, i'll go out and get you some.	s
777	8	since you have such a great sense of what i need, uh ooh, here's-here's 60 bucks, why don't you take phoebe down to that colonial flea market of yours and get me some stuff.	o
882	0	why's that?	q
428	8	so anyway, rachel, i'm sorry you can't stay,  but the rest of us have a	ap
1	8	yeah, sure!	b
255	11	you know, you shouldn't even be here, it's a school night.	o
165	12	no-no, kathy.	dag
892	0	sure, i can hang out 'til i have to meet ya.  what uh—how come you're not going?	q
841	13	yes, if it really doesn't mean anything, because you know that i'm just not ready	o
282	1	yeah, i wouldn't know about that.	s
670	7	okay monica, what are you doing? you're gonna lose your job! this is not you!	q
912	3	what is she trying to kill me?	q
408	1	yeah.	s
885	2	i don't know rach.	ans
511	0	oh god, ross, i cannot do this.	dag
1007	6	oh, come here sweetie, listen, you're gonna go on like a thousand interviews before you get a job.	o
141	5	y'know what you should do, just toss 'em in the shedder and claim you never got 'em.	o
667	2	no-no-no! we need something old!	dag
953	18	i don't know, i kinda like bob for a girl.	o
301	14	oh god.	oth
718	2	the movie theatre, you used to come in all the time.	ans
58	0	personal shopping? what is that? like where you walk around with snooty rich people and tell them what to buy?	q
20	3	no!	ans
926	10	oh, so that's this is gonna work now? you're just gonna order me around all the time?	q
989	1	mrs. braverman must be out.	ans
218	6	y'know you wear a white coat, i wear a blue blazer, if that means we can't be friends at work, then so be it.	o
570	2	ready?  wrestle!	s
1005	1	ooh, absolutely!	ag
388	8	relax. here hold this . this old stuff just comes right off.	ans
2	7	got me.	oth
365	6	no no no! federal regulations!	dag
736	4	that's, that's, that's a big candy bar. (she's holding one of those huge	s
888	7	yeah? listen closely, devon has got a weak ankle.	s
